week,geo,promo_description
2023-07-31,Geo25,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2023-02-20,Geo25,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2023-12-18,Geo26,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2023-08-07,Geo28,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2022-06-20,Geo28,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2022-11-14,Geo29,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2021-08-16,Geo29,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2022-07-11,Geo3,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2023-11-27,Geo3,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2022-11-07,Geo30,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2022-02-14,Geo31,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2022-11-21,Geo32,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2022-03-28,Geo33,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2022-09-12,Geo33,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2023-11-27,Geo34,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2021-03-01,Geo35,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2021-03-01,Geo37,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2021-03-01,Geo38,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2023-10-30,Geo38,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2023-02-27,Geo38,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2022-10-17,Geo38,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2023-02-06,Geo39,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2023-12-18,Geo6,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2021-09-20,Geo7,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2022-12-05,Geo8,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2021-05-31,Geo8,Darmowa dostawa w weekend przy zamówieniu powyżej 150 zł.
2021-12-06,Geo0,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-09-26,Geo1,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-04-19,Geo1,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-10-17,Geo10,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-11-29,Geo12,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-05-02,Geo12,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-04-11,Geo13,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-02-20,Geo14,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-12-19,Geo15,Darmowa próbka losowego produktu dołączana do zamówienia.
2024-01-01,Geo15,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-09-27,Geo17,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-12-20,Geo19,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-09-25,Geo2,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-04-17,Geo20,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-06-05,Geo20,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-07-18,Geo20,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-07-17,Geo22,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-05-10,Geo23,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-01-23,Geo24,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-11-29,Geo25,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-01-23,Geo26,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-05-17,Geo26,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-02-20,Geo26,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-10-04,Geo3,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-09-20,Geo31,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-07-18,Geo31,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-01-23,Geo32,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-04-03,Geo33,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-03-22,Geo34,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-12-06,Geo34,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-08-08,Geo37,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-12-18,Geo37,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-12-05,Geo38,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-02-07,Geo39,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-05-23,Geo4,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-03-22,Geo4,Darmowa próbka losowego produktu dołączana do zamówienia.
2022-05-23,Geo8,Darmowa próbka losowego produktu dołączana do zamówienia.
2021-11-29,Geo8,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-03-20,Geo9,Darmowa próbka losowego produktu dołączana do zamówienia.
2023-12-11,Geo0,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-12-27,Geo10,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-04-03,Geo10,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-04-11,Geo17,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-02-13,Geo18,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-08-30,Geo18,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-08-22,Geo19,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-11-13,Geo19,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-01-03,Geo2,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-08-23,Geo2,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-04-05,Geo2,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-07-10,Geo20,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-01-02,Geo22,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-05-02,Geo22,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-06-14,Geo23,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2024-01-01,Geo23,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-12-06,Geo24,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-06-05,Geo24,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-04-05,Geo28,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-12-05,Geo33,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-12-25,Geo33,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-08-09,Geo33,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-07-31,Geo33,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-06-20,Geo33,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-06-19,Geo35,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-04-04,Geo37,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-10-17,Geo37,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-03-07,Geo38,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-04-18,Geo38,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-01-03,Geo4,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-10-24,Geo5,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-05-03,Geo6,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-01-23,Geo6,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-08-08,Geo6,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2023-12-25,Geo7,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-06-07,Geo9,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2022-08-01,Geo9,Darmowa wysyłka i zwrot na wszystkie zamówienia powyżej 200 zł.
2021-07-19,Geo0,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-02-22,Geo0,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-07-24,Geo0,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-08-16,Geo1,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-07-10,Geo12,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-05-31,Geo13,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-10-09,Geo13,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-05-17,Geo14,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-02-28,Geo14,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-03-13,Geo17,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-07-11,Geo17,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-06-28,Geo19,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-03-28,Geo20,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-03-29,Geo20,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-05-23,Geo21,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-03-01,Geo22,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-06-27,Geo22,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-05-10,Geo25,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-01-16,Geo25,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-05-23,Geo26,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-04-24,Geo29,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-02-07,Geo29,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-09-05,Geo29,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-03-21,Geo3,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-04-11,Geo30,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-11-27,Geo32,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-07-04,Geo35,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-03-27,Geo36,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-12-06,Geo36,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-02-06,Geo36,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-05-02,Geo36,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-04-12,Geo37,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-04-18,Geo37,Darmowy notes firmowy do zamówień powyżej 100 zł.
2022-08-01,Geo38,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-03-13,Geo39,Darmowy notes firmowy do zamówień powyżej 100 zł.
2021-08-09,Geo7,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-03-20,Geo7,Darmowy notes firmowy do zamówień powyżej 100 zł.
2023-02-13,Geo0,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2023-11-13,Geo0,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2021-10-11,Geo10,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2022-10-31,Geo10,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2023-09-04,Geo11,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2022-10-31,Geo17,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2023-11-27,Geo19,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2022-02-14,Geo2,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2022-12-19,Geo20,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2021-12-20,Geo22,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2022-07-25,Geo23,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2021-03-01,Geo23,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2024-01-01,Geo28,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2022-10-31,Geo28,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2021-09-20,Geo30,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2023-09-25,Geo30,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2022-07-18,Geo30,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2023-07-24,Geo32,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2023-01-23,Geo33,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2022-06-06,Geo36,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2021-03-01,Geo36,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2022-10-31,Geo38,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2021-08-09,Geo6,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2023-11-06,Geo6,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2021-05-24,Geo8,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2022-02-07,Geo9,Darmowy produkt o wartości 20 zł przy zamówieniu powyżej 250 zł.
2021-04-26,Geo0,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-10-31,Geo1,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-10-03,Geo10,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-01-30,Geo12,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2024-01-15,Geo13,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-07-03,Geo13,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2021-10-11,Geo15,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-02-06,Geo15,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-06-27,Geo15,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-05-01,Geo17,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-11-07,Geo17,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-08-22,Geo17,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-02-20,Geo17,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2024-01-01,Geo19,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-11-13,Geo2,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-08-08,Geo21,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2021-08-09,Geo21,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2024-01-15,Geo23,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-06-12,Geo23,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-07-03,Geo23,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-01-02,Geo24,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-01-03,Geo25,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-09-19,Geo26,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-01-30,Geo27,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2021-12-20,Geo29,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2021-10-11,Geo3,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-11-20,Geo30,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-03-28,Geo34,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-11-21,Geo36,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2021-01-25,Geo37,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2021-12-20,Geo39,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-06-27,Geo4,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-02-27,Geo6,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2022-07-11,Geo7,Dodatkowe -10% na produkty z kategorii Wyprzedaż.
2023-05-29,Geo1,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2023-12-18,Geo10,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-01-25,Geo11,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2024-01-08,Geo11,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-06-13,Geo12,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2023-08-28,Geo12,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-05-30,Geo13,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2023-12-04,Geo13,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-05-16,Geo14,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-09-19,Geo15,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-03-22,Geo16,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-08-29,Geo18,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-02-01,Geo2,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-11-08,Geo2,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-05-10,Geo20,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-12-12,Geo20,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-08-16,Geo20,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2023-06-05,Geo21,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2023-06-19,Geo22,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2023-11-27,Geo23,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-05-23,Geo24,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-09-06,Geo24,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-02-08,Geo24,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-04-05,Geo25,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-02-22,Geo28,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-06-28,Geo28,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-12-05,Geo29,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2023-05-22,Geo29,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2023-07-24,Geo3,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2023-05-08,Geo34,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-09-06,Geo35,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-08-23,Geo35,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-06-28,Geo36,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2021-12-06,Geo38,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-12-12,Geo5,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-10-17,Geo8,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2023-01-16,Geo9,Dodatkowe 100 punktów w programie lojalnościowym za zakupy.
2022-03-28,Geo0,Dodatkowy rabat -20% na całą kategorię Outlet.
2021-11-22,Geo0,Dodatkowy rabat -20% na całą kategorię Outlet.
2022-01-10,Geo11,Dodatkowy rabat -20% na całą kategorię Outlet.
2021-03-22,Geo13,Dodatkowy rabat -20% na całą kategorię Outlet.
2021-09-20,Geo15,Dodatkowy rabat -20% na całą kategorię Outlet.
2022-11-21,Geo20,Dodatkowy rabat -20% na całą kategorię Outlet.
2021-12-20,Geo20,Dodatkowy rabat -20% na całą kategorię Outlet.
2022-07-11,Geo21,Dodatkowy rabat -20% na całą kategorię Outlet.
2024-01-01,Geo25,Dodatkowy rabat -20% na całą kategorię Outlet.
2022-03-14,Geo27,Dodatkowy rabat -20% na całą kategorię Outlet.
2021-07-05,Geo28,Dodatkowy rabat -20% na całą kategorię Outlet.
2024-01-15,Geo3,Dodatkowy rabat -20% na całą kategorię Outlet.
2022-11-21,Geo3,Dodatkowy rabat -20% na całą kategorię Outlet.
2023-05-15,Geo31,Dodatkowy rabat -20% na całą kategorię Outlet.
2021-12-27,Geo35,Dodatkowy rabat -20% na całą kategorię Outlet.
2022-10-31,Geo35,Dodatkowy rabat -20% na całą kategorię Outlet.
2022-02-07,Geo35,Dodatkowy rabat -20% na całą kategorię Outlet.
2023-01-16,Geo37,Dodatkowy rabat -20% na całą kategorię Outlet.
2021-12-20,Geo38,Dodatkowy rabat -20% na całą kategorię Outlet.
2022-01-10,Geo39,Dodatkowy rabat -20% na całą kategorię Outlet.
2023-12-04,Geo4,Dodatkowy rabat -20% na całą kategorię Outlet.
2021-06-21,Geo9,Dodatkowy rabat -20% na całą kategorię Outlet.
2021-12-27,Geo0,Dodatkowy rabat -25% na całą kategorię Outlet.
2021-06-28,Geo11,Dodatkowy rabat -25% na całą kategorię Outlet.
2022-09-12,Geo12,Dodatkowy rabat -25% na całą kategorię Outlet.
2022-08-29,Geo13,Dodatkowy rabat -25% na całą kategorię Outlet.
2023-06-05,Geo14,Dodatkowy rabat -25% na całą kategorię Outlet.
2022-06-06,Geo14,Dodatkowy rabat -25% na całą kategorię Outlet.
2021-11-08,Geo15,Dodatkowy rabat -25% na całą kategorię Outlet.
2023-04-10,Geo15,Dodatkowy rabat -25% na całą kategorię Outlet.
2022-02-07,Geo16,Dodatkowy rabat -25% na całą kategorię Outlet.
2023-12-11,Geo16,Dodatkowy rabat -25% na całą kategorię Outlet.
2023-11-27,Geo18,Dodatkowy rabat -25% na całą kategorię Outlet.
2023-01-09,Geo2,Dodatkowy rabat -25% na całą kategorię Outlet.
2023-08-14,Geo21,Dodatkowy rabat -25% na całą kategorię Outlet.
2023-11-20,Geo22,Dodatkowy rabat -25% na całą kategorię Outlet.
2021-12-27,Geo22,Dodatkowy rabat -25% na całą kategorię Outlet.
2022-06-27,Geo25,Dodatkowy rabat -25% na całą kategorię Outlet.
2023-06-26,Geo26,Dodatkowy rabat -25% na całą kategorię Outlet.
2022-09-26,Geo3,Dodatkowy rabat -25% na całą kategorię Outlet.
2021-03-01,Geo34,Dodatkowy rabat -25% na całą kategorię Outlet.
2021-05-17,Geo35,Dodatkowy rabat -25% na całą kategorię Outlet.
2021-12-13,Geo6,Dodatkowy rabat -25% na całą kategorię Outlet.
2023-07-10,Geo6,Dodatkowy rabat -25% na całą kategorię Outlet.
2021-11-22,Geo7,Dodatkowy rabat -25% na całą kategorię Outlet.
2023-12-11,Geo8,Dodatkowy rabat -25% na całą kategorię Outlet.
2022-10-17,Geo13,Dodatkowy rabat -30% na całą kategorię Outlet.
2022-06-13,Geo17,Dodatkowy rabat -30% na całą kategorię Outlet.
2021-12-27,Geo20,Dodatkowy rabat -30% na całą kategorię Outlet.
2023-05-22,Geo20,Dodatkowy rabat -30% na całą kategorię Outlet.
2021-12-13,Geo22,Dodatkowy rabat -30% na całą kategorię Outlet.
2023-02-06,Geo23,Dodatkowy rabat -30% na całą kategorię Outlet.
2023-08-28,Geo39,Dodatkowy rabat -30% na całą kategorię Outlet.
2022-03-28,Geo19,Druga dowolna sztuka w koszyku za 1 zł.
2022-06-13,Geo11,"Druga dowolna, tańsza sztuka z rabatem -50%."
2022-09-12,Geo2,"Druga dowolna, tańsza sztuka z rabatem -50%."
2023-07-24,Geo29,"Druga dowolna, tańsza sztuka z rabatem -50%."
2021-12-06,Geo29,"Druga dowolna, tańsza sztuka z rabatem -50%."
2021-08-30,Geo30,"Druga dowolna, tańsza sztuka z rabatem -50%."
2022-06-20,Geo30,"Druga dowolna, tańsza sztuka z rabatem -50%."
2023-09-11,Geo30,"Druga dowolna, tańsza sztuka z rabatem -50%."
2022-09-26,Geo36,"Druga dowolna, tańsza sztuka z rabatem -50%."
2021-06-21,Geo37,"Druga dowolna, tańsza sztuka z rabatem -50%."
2021-02-22,Geo38,"Druga dowolna, tańsza sztuka z rabatem -50%."
2023-11-27,Geo4,"Druga dowolna, tańsza sztuka z rabatem -50%."
2023-08-14,Geo5,"Druga dowolna, tańsza sztuka z rabatem -50%."
2021-02-15,Geo0,Druga sztuka tego samego produktu -40%.
2023-04-03,Geo13,Druga sztuka tego samego produktu -40%.
2021-06-28,Geo18,Druga sztuka tego samego produktu -40%.
2023-08-28,Geo19,Druga sztuka tego samego produktu -40%.
2021-03-22,Geo25,Druga sztuka tego samego produktu -40%.
2023-06-19,Geo25,Druga sztuka tego samego produktu -40%.
2021-05-10,Geo28,Druga sztuka tego samego produktu -40%.
2022-08-22,Geo29,Druga sztuka tego samego produktu -40%.
2021-05-31,Geo30,Druga sztuka tego samego produktu -40%.
2021-05-10,Geo32,Druga sztuka tego samego produktu -40%.
2023-12-25,Geo36,Druga sztuka tego samego produktu -40%.
2022-05-16,Geo37,Druga sztuka tego samego produktu -40%.
2023-01-02,Geo37,Druga sztuka tego samego produktu -40%.
2022-02-14,Geo39,Druga sztuka tego samego produktu -40%.
2021-06-28,Geo5,Druga sztuka tego samego produktu -40%.
2023-10-23,Geo8,Druga sztuka tego samego produktu -40%.
2021-08-02,Geo0,Druga sztuka tego samego produktu -50%.
2023-08-07,Geo1,Druga sztuka tego samego produktu -50%.
2021-11-08,Geo11,Druga sztuka tego samego produktu -50%.
2021-04-05,Geo13,Druga sztuka tego samego produktu -50%.
2021-09-20,Geo18,Druga sztuka tego samego produktu -50%.
2021-11-15,Geo20,Druga sztuka tego samego produktu -50%.
2023-05-22,Geo21,Druga sztuka tego samego produktu -50%.
2024-01-08,Geo22,Druga sztuka tego samego produktu -50%.
2023-05-29,Geo25,Druga sztuka tego samego produktu -50%.
2021-07-26,Geo28,Druga sztuka tego samego produktu -50%.
2021-03-29,Geo3,Druga sztuka tego samego produktu -50%.
2021-10-11,Geo30,Druga sztuka tego samego produktu -50%.
2022-10-24,Geo31,Druga sztuka tego samego produktu -50%.
2021-08-30,Geo33,Druga sztuka tego samego produktu -50%.
2023-01-02,Geo36,Druga sztuka tego samego produktu -50%.
2022-06-13,Geo36,Druga sztuka tego samego produktu -50%.
2023-11-27,Geo37,Druga sztuka tego samego produktu -50%.
2023-08-07,Geo6,Druga sztuka tego samego produktu -50%.
2022-06-13,Geo6,Druga sztuka tego samego produktu -50%.
2021-12-27,Geo8,Druga sztuka tego samego produktu -50%.
2023-04-10,Geo9,Druga sztuka tego samego produktu -50%.
2021-03-22,Geo12,Druga sztuka tego samego produktu -60%.
2022-08-29,Geo17,Druga sztuka tego samego produktu -60%.
2023-04-10,Geo2,Druga sztuka tego samego produktu -60%.
2023-05-22,Geo23,Druga sztuka tego samego produktu -60%.
2023-08-14,Geo35,Druga sztuka tego samego produktu -60%.
2021-12-27,Geo5,Druga sztuka tego samego produktu -60%.
2021-05-10,Geo7,Druga sztuka tego samego produktu -60%.
